body,time,hash,location,title
"Looking for a bud to stop ove and help each other trim some wood. Willing to just help you get your wood trimmed.",2019-08-09,9e7fbc03c2d59bc35a7407398140de8c,pittsburgh,"Buddy - missed connections"
"HWP 40s ddf, sane, single male, seeks others (18+) for mutual adult interests.",2019-08-09,3376e91809f9e9a0aba6123a464b0689,pittsburgh,"Kindred spirits - missed connections"
"We said Hi as when I walked out the door and you were talking to people in a car. I wanted to talk to you but you were busy. If you see this please respond.",2019-08-09,97c96f1a4bf044fb9a599b672597cc89,pittsburgh,"Looking for the woman I saw at Rite Aid last week - missed connections"
"Mid 50s male looking for a female over 44 to talk about the possibility of ongoing fun and friendship.",2019-08-10,26db33042659832cb4e43ce522cbcb9c,pittsburgh,"Looking for you - missed connections"
"hey all looking to provide my m a s s a g e service to in shape males.therapeutic and freeing. freesend a photo in email.",2019-08-10,6273a4f56973f84cdc29be295e2dfb86,newyork,"Awesome (f r e e) Bo dy Wo rk for inshape man - missed connections"
"You were a blonde runner, running alone, with a pink/purple top, we almost ran into each other. Would you like to run together sometime? I have some distinct features you had to notice, tell me what it is so I know its you.",2019-08-10,0a90c8f86baa815b2b9cd03b530964ea,raleigh,"RDU / Old Reedy Creek Trail - missed connections"
"You got on the 1 at 110 and took it to 96.  You are soul shatteringly attractive.  You caught me looking or I caught you, idk but wow.",2019-08-10,66b0441667d08b4f81613d4683b2b367,newyork,"Attractive red head on the 1 - missed connections"
"I miss you Tams! I lost your email so I have no way of getting in touch with you! We used to talk all the time about Carolina Beach, your beloved Tarheels and my Tigers, dirt bikes, families, our past and everything in between! Please get back in touch with me!",2019-08-10,a1476ce449a95a08658d67566db493df,raleigh,"Looking for Tammy - missed connections"
"Hello again! I hope you get the chance to see this. I enjoyed our chit chat, but wish Wr had the chance to talk some more. I saw your sad face 😞 later on. Maybe we can talk some more and turn that frown around.",2019-08-10,4544034a6a28d7b5d696a9def2e40b5a,pittsburgh,"Chelsea at Pirates game - missed connections"
"Close quarters, standing very close to each other, both wearing hats. Awkward train ride for any flirting, but you are gorgeous. If interested, tell me what you were carrying.",2019-08-10,1aab9cf3b572ca1a0aa7bc1ff1d3b536,newyork,"Packed Port Washington Train - missed connections"
"Happy Birthday Carrie. I hope you enjoy your special day! Do you still have your blindfold?",2019-08-10,4a1ad7d4ac9b9a4ea628191fa31ba7b6,pittsburgh,"Happy Birthday Carrie In Butler - missed connections"
"You were coming out the gym and when you saw me you dropped your gym bag stood there and stared at meThink you like older menIf you see this know I saw more than your gym bag",2019-08-10,fc805167752361980d89d2fd42027f91,newyork,"Retro gym on Union Tpke - missed connections"
"Older nice looking and shape male, non smoker and looking for a hosting friend. Email for compatibility. Pittsburgh area",2019-08-10,a883d8114544a746f75f566bd5945a1c,pittsburgh,"Host for mature male - missed connections"
"We met-chatted for few minutes before the train came you kept staring at my chest and I was staring at the banana you had in you shorts...winkwink, we both took the 1 train uptown, we talked a bit in the train as well. I got off first and I hate myself not asking for your number, I hope you will read this. I really liked you and would love to continue the conversation in the bedroom over a coffee or drink.if you read this please reply call/text:9twonine 3nine3 one73eigh",2019-08-10,a0018fe49e197000780d322a1d4222b9,newyork,"man I met at the~ 1 train station 42 Street/port!! authority+ - missed connections"
"Hello. I am looking for a beautiful Asian woman I just saw you this morning at about 10:30am.  I think you were Asian.  I apologize if you’re not, but you were really pretty and sophisticated looking. You were in light color dress looking for a company called Jonathan something.  And had a matching purse with a gold and leather strap I think.You said excuse me as I was about to catch the elevator and asked if I knew were a company was and I said I didn’t know but the gray computer is the directory for it.  It happened so quick.I should have asked how you were and if you had a meeting or job interview and wished you good luck.  And I should have asked you out for drinks or something.I hope you see this and respond.  I would love to get to know you.",2019-08-10,c31ccb6e450be1532da632375647d78d,newyork,"Asian lady at Manhattanville Road looking for a company - missed connections"
"You are a beautiful shy girl with kids we both live in the same building, 4x6x Elb we don't say anything rather than hi or hello to each other I am not going to say more about my self, I am sure you know who I am. I really like you and you look so pretty in your uniform",2019-08-11,dcc48a17752beb5c5e037097a2ca2ba4,newyork,"The  Ukrainian girl in my apartment building - m4w - missed connections"
"Beautiful dark skin women at the  cashier we was talking this morning.Around 11 am I still wanna get know you Whats your number ??? 🤔🤨  H",2019-08-11,4f4bb7862670f69e6417f2ae11e9a50a,newyork,"Home Depot - missed connections"
"Looking for older guy who likes to rimAnd top.",2019-08-14,c2f59060e8fcab0eac19fb53c6a88cf9,newyork,"Any older tops? - missed connections"
"You were getting gas this morning a little after 5 . I was in front of you . You had a white car , black pants and black shirt . You are very pretty.",2019-08-11,7e4e804820a2a5ffbc98df767bc6b00e,pittsburgh,"Woman getting gas at Glassmere - missed connections"
"A little after 12 noon on the 1st.I was talking to you about available coupons for what you were buying and another subject you were real informative on. I think you played coy when you barely glanced my way as I stooped down next to you to get a closer look at those hairy legs and that sizable mound in front.  You did not flinch when I stepped closer and felt the material. You looked me directly in the eyes as you answered my question about what you were wearing. Due to the construction and the older lady at the register, it seemed to take forever to ring me out , I could not spot where you were  ...  until after I circled the lot twice and as I was pulling out onto 30.  I would like to believe you had interest.If you would like to continue our conversation, reply.   Tell me what you were buying or about the conversation.",2019-08-11,93d11e2f1718cca51c5bedbee58f0670,pittsburgh,"Stewartsville Sheetz - missed connections"
"You work at Bobs on central avenue in Yonkers. I’ve seen you a couple of times in there and just about stumble over myself every time. Would love to connect. If anyone knows her then please let me know. By the way I was just in there around 11.",2019-08-12,3287a51635d3949095a3c5ca85945da8,newyork,"Julissa at Bob’s - missed connections"
"Mature older male here missing my Sunday afternoon buds from the old cL m4m -HMU -let’s reconnect, can host",2019-08-12,3383d8432c120ad34c1d3d3c9466f066,pittsburgh,"Sunday afternoon buddy - missed connections"
"We met at 24hr fitness Fordham Plaza I am the Mature Powerlifter guy 47 You were the Masc looking Bi Male We smoked some 420 and chilled at my place a couple times.Would like to hookup again, let me know if you are there?",2019-08-12,e1f79cf14cc7d17a1d4add5ed6300b34,newyork,"Male wants to reconnect with The Bi Guy I met at 24hr fitness - missed connections"
"We shared a middle pole on the ride down on the Q this morning. You were wearing a nice white dress, see through purse, tan shoes, and your sunglasses hanging on the front of your dress.  You looked absolutely stunning and there was an energy between us even though we didn’t speak. Let’s start the conversation that I should’ve started this morning.....”you look great today, special occasion?”",2019-08-12,14bc971dd0ab6788bd7fdc22ae777c22,newyork,"Q downtown Fri. 9am UES - missed connections"
"white male looking for a woman to help me get excited again about sex can you help i will host most times let me know",2019-08-12,bf39ebedd16e0e9188192c228d2c63ee,pittsburgh,"m 4 w help me get excited again - missed connections"
"Tall, pretty, fit woman...Light blue BMW, wearing light green pants...Shell station at Ten Ten & Kildaire Farm. You smiled & said hi as you came out of the store.  I was at my truck.Can we chat sometime?  Confidentially of course.",2019-08-12,09d14b1d19e558fa9ad4c49418592eba,raleigh,"Light blue BMW, Shell gas station around 4:30 - missed connections"
