"location","body","time","title","hash"
"pittsburgh","We are looking for the guy who we meet in the park in the city,if you\u2019re around and want to meet us,say where we meet and send the same information and photo that you sent us.its been awhile ago so if you\u2019re interested let us know .as for the people who are looking for something else don\u2019t worry about it we\u2019re not interested in you.","2019-06-03","We meet in a park - missed connections","cbcb82bf4e83e758f1adef09abbf4e4d"
"raleigh","You are around 6'3'', 190#, workout weekly, and you have been to me, a WM, over a 3 year time frame for professional & therapeutic body work.  Would like to reconnect with you.  Email me and tell me more.  Available Daily.","2019-06-03","Professional WM: Red Truck - missed connections","6b11bfc9baf7e03452d50cc83a8e93b0"
"newyork","you came and talked to me because we smiled at each other on the street. talked kung fu, brewing brown ales, and tequila at teds. you asked for my number and texted me but it must've be mixed up because when i got home and checked, nothing had come through. tell me what your shirt looked like and what your interpretation was when we chatted about it. hoping you see this over in bed-stuy xx","2019-06-03","kung fu, brown ale brewing, and tequila - missed connections","f189494e55beabf63be07b342366eaf1"
"newyork","H3y ladies, simply put I'm looking 4 a pil7ow prince5s to enj9y. 2 many fakes so if you're serious 7ext me 66 looking 4ward to hearing from you ladies!..6ft 160lbs west indian with some body ink and easy on the eyes","2019-06-03","Wheres my pillow queen?! - missed connections","76cab351677716a82caad13156eee2da"
"newyork","41 year old, in shape/toned married white woman. I travel to NYC occasionally for work and used to love using CL to meet younger dominant aggressive lovers to have a bit of discreet fun in my hotel while I was visiting. Wondering if perhaps any are still out there. Fingers crossed. I\u2019ll be in town next week, staying in midtown.","2019-06-03","Miss Finding Dominate Lovers - missed connections","69c3d107c2f5beb29a13ecd252ba38e9"
"newyork","We were in a bar on Cortelyou. We made what felt a bit like eye contact, and eventually you moved to the other end of the bar and stood next to me a for a bit. Long enough that I wasn't sure if you actually came down to talk to me or not, or just for a change of pace, or to talk to the barback.Then you asked me that question.--Well this post sure has generated some feedback! I'm going to do what nobody else on the internet has ever done and admit my original response (preserved below) was wrong. I guess as a conversation starter it's certainly unconventional, but it's only a yes-or-no question. My issue really was that I didn't want you to ask me 'why?' because my answer was yes. Just be aware that it's not the most comfortable subject for some people, ok? And if we meet again let's take the conversation in a different direction.WTF?! Why would you ask someone that?! That's incredibly personal and a lot of people won't be comfortable discussing that subject. Are you aware of that? I hope you're aware of that.After I expressed my discomfort with the personal nature of the question, you then justified asking that by saying that Woody Allen features psychotherapy in many of his movies. That pedophile? Why would you rely on him?!Because I am an optimist, I will assume that you had good intentions, and that you genuinely wanted to get to know me, but are simply bad at conversation. If we meet again, I do hope you will ask questions which aren't so personal. If we don't, I hope you will ask other people questions which aren't so personal. You're more likely to get people to respond if you don't start with such a deeply personal topic. There's a reason I left so quickly after you asked that.","2019-06-03","'Do you see a therapist?' - missed connections","a3f28d3ae3245d816126e249af665ee4"
"newyork","I've always been interested in hooking up with an uber driver. If you're interested in fulfilling the fantasy and getting hot & heavy, please reach out. :)","2019-06-03","Uber Drivers - m4m - missed connections","248a7c2746f56df811cf14aed1d01a89"
"newyork","I'm being flirty.  I'm friendly that way.  I'm helpful to a lady who likes to cook too.","2019-06-03","do you ever cook topless? i'm hungry :) m4f - missed connections","439bf1fd001a81d93a3fa0414b815d54"
"pittsburgh","Saw the most beautiful girl today at Bob Evans in Monroeville. Beautiful smile. Flower-patterned sun dress. You were with a rather large group seated at the circular table by the window. I had on a Beatles t-shirt. I thought about going over to say something, but with such a large group at your side, I didn't want to cause a scene. Hope you see this!","2019-06-03","Bob Evans Monroeville - missed connections","dd052aab87b814483ecd15b5de382ad5"
"raleigh","Looking for a female sub. 6ft tall dom with 10 years experience. Inquire more within.","2019-06-03","Needing a sub - missed connections","cbb0516ab3091c8bda6b67f11e3fffb6"
"pittsburgh","I was checking you out...you were with your girlfriend. Nice ink.","2019-06-03","Tattooed Arm Girl - missed connections","050558eaf0bec21bbcbab1174f148958"
"pittsburgh","Retired software tech. 58 year old divorce female took retirement early...I am in the cranberry area just looking for a nice gentleman for dinner / movies and see where things go...no pics till after a few e mails..not just jumping into anything quick..","2019-06-03","software tech - missed connections","b1b00871e7df8af8f75181505a01cea0"
"pittsburgh","We used to have a lot of fun together at your placeWe helped each other out with each others needsAre you out there?","2019-06-03","Looking for my old (and hopefully new) sugar babe - missed connections","6bd785648a20d1b496e5b7d683ae96dd"
"newyork","We took the course today June 2nd and I thought you were so cute that sometimes I couldn't help turning  To look at you and when I held the door for you and you said good looks i said damn she got some hood in her..but looks so innocent..tell me what i look like..","2019-06-03","6hr defensive driving course - missed connections","dd6ee7bd27b74065d9a23a47f175a7c9"
"newyork","You used to work at the bodega on Caton and Flatbush....we used to fool around in store and grope each other ....the store under went new management and you and the other workers disappeared....hopefully you see this and we can continue with our fun...if by some freakish chance you see this respond with a description of what you and I look like and what we used to do in the store....","2019-06-03","You used to work at bodega on Caton Ave - missed connections","f00c1e7a4d47d522dc6efba46c8d9b26"
"raleigh","I am a white guy I will be walking the mingo creek trail at 10 am if any guys wanna talk feel free to stop me. I\u2019ll be freeballing","2019-06-03","Mingo creek trail - missed connections","1a642cb3a1cd3a0ba70d1786b80eaa8a"
"newyork","Looking for mature male friend.","2019-06-03","Looking for male friend to lend a hand - missed connections","f779c4562d84932c0430a8dd877bf53e"
"newyork","Medical professional who met you and your friends outside kips bay Movie theatre before you all got into the uber. You commented on my bike helmet and then did something pretty funny. Message me from Fort Greene","2019-06-03","For the British girl from Brooklyn on citi bike by AMC theatre - missed connections","5609cc0f033eb2dbc3518f1eb09167cc"
"newyork","Hey M what going on want 2 get together and have some fun M miss the fun times we had together.  Contact me here .","2019-06-03","Hey  how are you - missed connections","a7fb26d3953d14a3528a601981aa4881"
"newyork","I really thought this could work In a perfect world it might Yet no matter how perfect we both pretend to be, our flaws will always humble us I'm hurt but how'd you get that informationI hate to feel hurt especially if I could've avoided humans altogether and be OKNow I have to swim through emotional waters, alone of courseAs alwaysWhen all I want now is to be with peace","2019-06-03","Lost connection to my...w.e you are to me - missed connections","f736de394ecd8429911a80510a477089"
"newyork","You were with a couple other people, dressed stylishly with beautiful curly hair. I was in a purplish dress shirt. I raised my glass to you from across the bar and you smiled and raised yours in return. You indicated you liked my glasses. Are you at the hotel? I would be delighted if we could have a drink together so I could share what else I noticed about you!","2019-06-03","saw you across the bar at Arthouse (m4w) - missed connections","3389ab1db14a014ef680bd8e0f9fcffe"
"newyork","We passed each other yesterday on 42nd between 9th and 10th in front of the Park and lock. You were in a black t - shirt with grey hair. If you like big packages, described what I look like and let's chat!","2019-06-03","Pass-by on 42nd St - missed connections","94b24255b95efccc31a01b9959630dfd"
"raleigh","The last 3 weekends were great, I don't know why you didn't want to share you contact info. I am attracted to black women as you know, if you do read this by some chance,please contact me.","2019-06-03","Enjoyed being with you the last 3 weekend's - missed connections","a149a3f260e799d78939ab81d68dfc78"
"newyork","--I was waiting for the train at portaithority and unbeknownst to--me my lighter fell out of my pocket. You handed it to me as I --was getting aboard my connecting. I should have dropped the-- lighter and picked you up instead. I was the koorean girl ya --was staring at..call/text:9twonine 3nine3 one73eight","2019-06-03","\u2765gave\u2665 ME MY ligter\u2665 - missed connections","faffad7eb51377f4d62428da947454f5"
"pittsburgh","I want the info for that dog pool you were telling me about. Any luck getting the pup used to noises? Hope to hear from you soon :) Girl with spotted dog","2019-06-03","Charles with a vizsla puppy - missed connections","fe3cfcdc1883e3e372cb8e716e09854a"
"raleigh","Well,  you  came  by  said   you  lost  my  number  ,  sorry   im  not  a  morning  person  should  have  left  ya name/ number  on  my  door , I went back  to  bed !","2019-06-03","You  came  by  Sat. morn  in silver  car  - im  Corvette  man - missed connections","50b80e9fe50a07d757543cfc1efd1cf2"
